timestamp_coleta,mercado,ticker,ticker_yf,candle_time,open_1h,high_1h,low_1h,close_1h,volume_1h,last_price,previous_close,open_day,day_high,day_low,day_volume,market_cap,fifty_day_avg,two_hundred_day_avg,year_high,year_low,currency,exchange,short_name,sector,industry,country,beta,trailing_pe,forward_pe,price_to_book,dividend_yield,payout_ratio,bid,ask,regular_mkt_volume,avg_volume,avg_volume_10d,shares_outstanding,float_shares,book_value,profit_margins,ebitda_margins,operating_margins,gross_margins,return_on_assets,return_on_equity,revenue_growth,earnings_growth,target_mean_price,recommendation,recommendation_mean
2026-04-14 16:05:04,Global,2222.SR,2222.SR,2026-04-14 08:00:00,27.399999618530273,27.399999618530273,27.219999313354492,27.360000610351562,4892570.0,27.360000610351562,27.559999465942383,27.559999465942383,27.559999465942383,27.219999313354492,15109225.0,6618586611648.56,26.350000038146973,24.963999977111815,27.760000228881836,23.040000915527344,SAR,SAU,Saudi Arabian Oil Co.,Energy,Oil & Gas Integrated,Saudi Arabia,-0.01,19.0,16.383234,4.4357977,4.92,0.91059995,27.28,27.36,15109225.0,14871582.0,16601304.0,241907400000.0,5989627224.0,6.168,0.20826,0.49370998,0.42664,0.55733,0.18552,0.20764999,-0.029,-0.195,28.883,buy,2.23529
2026-04-14 16:05:04,Global,9988.HK,9988.HK,2026-04-14 04:30:00,124.9000015258789,125.0999984741211,124.5,124.5,7577370.0,124.5,123.19999694824219,125.5,126.80000305175781,123.19999694824219,52390198.0,2382189379131.0,140.26599945068358,142.1830001449585,186.1999969482422,101.80000305175781,HKD,HKG,BABA-W,Consumer Cyclical,Internet Retail,Hong Kong,0.489,22.392086,15.966107,1.9382261,0.84,0.19450001,124.9,124.6,52280898.0,86028713.0,89819414.0,19134051238.0,17578696960.0,64.23399,0.08912,0.13638,0.07078,0.40755,0.03134,0.082329996,0.017,-0.709,185.19066,strong_buy,1.27273
2026-04-14 16:05:04,Global,AAPL,AAPL,2026-04-14 15:30:00,258.7799987792969,258.80999755859375,257.75,257.9700012207031,1617273.0,257.9750061035156,259.3395,259.1000061035156,261.92999267578125,257.1900939941406,25635444.0,3791697549559.021,260.89580017089844,250.92264938354492,288.6199951171875,189.80999755859375,USD,NMS,Apple Inc.,Technology,Consumer Electronics,United States,1.109,32.61378,27.702816,43.01017,0.4,0.1304,257.54,262.98,25635307.0,47031095.0,38751350.0,14681140000.0,14656035251.0,5.998,0.27037,0.35099998,0.35374,0.47325,0.24377,1.5202099,0.157,0.183,296.3305,buy,1.89583
2026-04-14 16:05:04,Global,AMD,AMD,2026-04-14 15:30:00,253.4250030517578,254.41000366210938,253.30569458007812,254.41000366210938,1267297.0,254.41000366210938,246.7435,249.97999572753906,254.41000366210938,245.70010375976562,18861254.0,414792828792.78284,209.24399993896483,199.93064979553222,267.0799865722656,83.75,USD,NMS,"Advanced Micro Devices, Inc.",Technology,Semiconductors,United States,1.963,97.10306,23.485678,6.582406,,0.0,237.47,254.31,18861254.0,37924858.0,34175360.0,1630338779.0,1621476192.0,38.65,0.12515001,0.19472,0.17059,0.52493,0.032,0.07082,0.341,2.171,289.34784,buy,1.57143
2026-04-14 16:05:04,Global,AMZN,AMZN,2026-04-14 15:30:00,249.5500030517578,249.6300048828125,248.39999389648438,248.5449981689453,5772820.0,248.54010009765625,239.85,241.77999877929688,252.17999267578125,241.77999877929688,55273921.0,2672862818598.86,213.3658004760742,224.99694999694825,258.6000061035156,165.2899932861328,USD,NMS,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail,United States,1.383,34.664574,26.484516,6.488409,,0.0,245.0,250.0,55277163.0,51245643.0,45183710.0,10754251799.0,9756218134.0,38.306,0.108339995,0.20327,0.10533,0.50286,0.06928,0.22286,0.136,0.05,281.1797,strong_buy,1.33824
2026-04-14 16:05:04,Global,ASML,ASML,2026-04-14 15:30:00,1516.5400390625,1518.6400146484375,1515.010009765625,1518.6400146484375,61582.0,1518.6400146484375,1506.49,1528.239990234375,1531.97998046875,1496.97998046875,1340198.0,596307189621.5962,1393.501806640625,1070.9666986083985,1547.219970703125,614.0599975585938,USD,NMS,ASML Holding N.V. - New York Re,Technology,Semiconductor Equipment & Materials,Netherlands,1.382,52.45734,33.690434,25.786688,0.59,0.266,1513.3,1502.8,1340198.0,1820295.0,1740570.0,385417665.0,385294331.0,58.892403,0.29416,0.37549,0.35304,0.52830005,0.14247,0.50458,0.049,0.072,1510.8795,strong_buy,1.5
2026-04-14 16:05:04,Global,AVGO,AVGO,2026-04-14 15:30:00,379.9501037597656,380.0299987792969,378.2699890136719,379.5,691166.0,379.2699890136719,379.5,377.8999938964844,382.2799987792969,376.32000732421875,13945543.0,1798222861657.5403,327.59340026855466,330.70850036621096,414.6099853515625,161.61000061035156,USD,NMS,Broadcom Inc.,Technology,Semiconductors,United States,1.253,73.96881,21.16908,22.499851,0.68,0.47169998,379.5,382.0,13947393.0,26673815.0,24208450.0,4734668184.0,4675768912.0,16.865,0.36571997,0.54506,0.44943002,0.76725996,0.10663,0.33370999,0.295,0.316,472.92395,strong_buy,1.26531
2026-04-14 16:05:04,Global,BABA,BABA,2026-04-14 15:30:00,130.52000427246094,130.8199005126953,130.47999572753906,130.80999755859375,345259.0,130.80999755859375,128.7,128.47000122070312,132.86990356445312,128.52699279785156,9310910.0,312865649498.80096,140.708399810791,146.57709964752198,192.6699981689453,103.70999908447266,USD,NYQ,Alibaba Group Holding Limited,Consumer Cyclical,Internet Retail,Hong Kong,0.489,23.070545,17.388784,2.0136085,0.82,0.19450001,130.53,130.54,9310998.0,11184751.0,9321590.0,2391756405.0,17578696960.0,64.962975,0.08912,0.13638,0.07078,0.40755,0.03134,0.082329996,0.017,-0.709,189.07274,strong_buy,1.39024
2026-04-14 16:05:04,Global,BAC,BAC,2026-04-14 15:30:00,53.30500030517578,53.38690185546875,53.25,53.3400993347168,1496313.0,53.3400993347168,53.4,53.099998474121094,53.56999969482422,52.79499816894531,18909234.0,382804939841.4909,50.68500022888183,51.022100086212156,57.54999923706055,36.4900016784668,USD,NYQ,Bank of America Corporation,Financial Services,Banks - Diversified,United States,1.237,14.000027,10.70128,1.3875835,2.1,0.28350002,53.31,53.32,18909234.0,41172051.0,33143440.0,7145709181.0,7149195477.0,38.441,0.28401,0.0,0.41627997,0.0,0.00914,0.10217,0.072,0.212,60.27083,strong_buy,1.5
2026-04-14 16:05:04,Global,BRK-B,BRK-B,2026-04-14 15:30:00,477.2998962402344,477.6991882324219,476.989990234375,477.3599853515625,191826.0,477.3599853515625,480.5,479.80999755859375,480.3999938964844,476.0,2672208.0,1029603918512.4097,489.53060119628907,490.38874969482424,542.0700073242188,455.19000244140625,USD,NYQ,Berkshire Hathaway Inc. New,Financial Services,Insurance - Diversified,United States,0.699,15.388781,21.94562,0.00095727976,,0.0,477.1,477.25,2672220.0,4799470.0,3829630.0,1390722404.0,1235265.0,498663.0,0.18029,0.29774,0.32956,0.26146,0.051090002,0.09809,-0.007,-0.025,523.0,buy,2.0
